Ticker,Total Return,Win Rate,Trades,Final Balance
BICOUSDT,2.0522833655062094,36.440677966101696,118,10205.228336550621
BLURUSDT,8.364365253800662,37.76223776223776,143,10836.436525380066
BATUSDT,2.3009170580511817,34.890965732087224,321,10230.091705805118
BIOUSDT,5.874535735814971,45.45454545454545,44,10587.453573581497
FXSUSDT,9.144107936912242,40.476190476190474,126,10914.410793691224
FLOWUSDT,12.404223606781743,41.14832535885167,209,11240.422360678174
GLMUSDT,-3.562506197958046,33.33333333333333,87,9643.749380204195
FTTUSDT,-0.6186976244453763,29.545454545454547,44,9938.130237555462
ETCUSDT,1.8229895439559003,34.23913043478261,368,10182.29895439559
FLMUSDT,-5.697539925748461,32.362459546925564,309,9430.246007425154
GOATUSDT,7.356072000652275,42.0,50,10735.607200065228
FTMUSDT,3.1637485070745064,33.603238866396765,247,10316.37485070745
FILUSDT,14.984810382954164,39.24050632911392,316,11498.481038295417
ICNTUSDT,-0.13572919098736747,36.84210526315789,19,9986.427080901263
GLMRUSDT,-4.263795283318887,24.390243902439025,41,9573.620471668111
GHSTUSDT,1.1286400422436236,39.34426229508197,61,10112.864004224362
GASUSDT,-5.5877394056759835,27.61904761904762,105,9441.226059432402
ENAUSDT,5.576884824708177,39.08045977011494,87,10557.688482470818
EDUUSDT,-3.297749225440548,32.31707317073171,164,9670.225077455945
ESPORTSUSDT,-2.150008809446845,33.33333333333333,9,9784.999119055316
OPENUSDT,2.7231905006346824,62.5,8,10272.319050063468
EPTUSDT,1.5980033801895661,35.294117647058826,34,10159.800338018957
ORDERUSDT,-1.526002280496359,16.666666666666664,6,9847.399771950364
FARTCOINUSDT,-14.393477632481627,24.59016393442623,61,8560.652236751837
ETHUSDT,1.5648530274971744,35.602094240837694,382,10156.485302749717
DEFIUSDT,11.720170841094186,38.062283737024224,289,11172.017084109419
FORMUSDT,-0.3960291548683381,28.888888888888886,45,9960.397084513166
DARUSDT,-2.5264656277414907,35.526315789473685,152,9747.353437225851
DOLOUSDT,2.0173317803875395,40.74074074074074,27,10201.733178038754
FETUSDT,3.1105159298083347,39.884393063583815,173,10311.051592980833
INUSDT,0.45584815957277897,28.57142857142857,7,10045.584815957278
MITOUSDT,-0.9574406162457489,28.57142857142857,14,9904.255938375425
EGLDUSDT,3.873829863209757,35.2112676056338,284,10387.382986320976
FUNUSDT,-1.6094487313183345,21.875,32,9839.055126868167
FUSDT,-3.3367981684680124,15.789473684210526,19,9666.320183153199
DRIFTUSDT,-6.312305550611072,29.508196721311474,61,9368.769444938893
DOGSUSDT,2.1959684043643577,37.5,64,10219.596840436436
ENSUSDT,-8.063070870306909,31.60377358490566,212,9193.692912969309
ERAUSDT,-0.01800602923014594,36.36363636363637,11,9998.199397076985
DIAUSDT,3.725973530172432,36.206896551724135,58,10372.597353017243
ENJUSDT,-2.067387150890081,37.37373737373738,297,9793.261284910992
EIGENUSDT,-4.479324510530059,31.88405797101449,69,9552.067548946994
DOODUSDT,4.412350156828361,54.166666666666664,24,10441.235015682836
CRVUSDT,-4.943438773776943,33.762057877813504,311,9505.656122622306
DFUSDT,-2.8680855755723678,35.8974358974359,39,9713.191442442763
COMPUSDT,-3.5747269002375104,31.438127090301005,299,9642.527309976249
DMCUSDT,-2.790926239650362,23.52941176470588,17,9720.907376034964
DEXEUSDT,-4.852113568686564,18.181818181818183,44,9514.788643131344
DEGOUSDT,0.48442538715518824,33.33333333333333,30,10048.442538715519
CYBERUSDT,5.4318622700661034,40.15748031496063,127,10543.18622700661
DEEPUSDT,1.7633242761113432,41.66666666666667,24,10176.332427611134
FLUXUSDT,3.2406614167728187,38.983050847457626,59,10324.066141677282
DEGENUSDT,1.2530758613774742,35.714285714285715,56,10125.307586137747
FIOUSDT,0.750907455710676,32.0,50,10075.090745571068
EPICUSDT,3.3843378526235757,45.16129032258064,31,10338.433785262358
FORTHUSDT,0.4637846658837589,38.70967741935484,31,10046.378466588376
DYDXUSDT,-8.226302434388016,33.07984790874524,263,9177.369756561198
CVCUSDT,0.01811490395102737,26.31578947368421,19,10001.811490395103
CUDISUSDT,2.8978044275541834,40.0,5,10289.780442755418
CKBUSDT,7.664224903313116,33.97435897435898,156,10766.422490331312
CUSDT,-2.4301597583473633,23.076923076923077,13,9756.984024165264
ETHFIUSDT,8.234943443772718,39.80582524271845,103,10823.494344377272
DAMUSDT,-2.342152129584065,25.0,8,9765.784787041594
COMBOUSDT,-3.7977984742721675,30.76923076923077,91,9620.220152572783
COTIUSDT,29.673836229615645,42.911877394636015,261,12967.383622961564
LINEAUSDT,-4.093734207476882,22.22222222222222,9,9590.626579252312
HEMIUSDT,1.1385190918782426,42.857142857142854,7,10113.851909187824
DOGEUSDT,4.693511857931772,36.53846153846153,312,10469.351185793177
CVXUSDT,-2.461157026577148,15.384615384615385,13,9753.884297342285
CTSIUSDT,-3.1662568392956567,30.630630630630627,222,9683.374316070434
COWUSDT,-2.157118573591506,39.130434782608695,46,9784.28814264085
ETHWUSDT,3.177482953214112,35.95505617977528,89,10317.748295321411
FIDAUSDT,5.995481319807295,45.614035087719294,57,10599.54813198073
