Ticker,Leverage,Total Return,Win Rate,Trades,Final Balance
STGUSDT,1,8.324452326782033,43.925233644859816,107,1083.2445232678203
ENJUSDT,1,8.307435248479692,42.241379310344826,116,1083.074352484797
RENDERUSDT,1,8.231638023512437,45.83333333333333,72,1082.3163802351244
POLUSDT,1,8.165261924558603,45.588235294117645,68,1081.652619245586
GPSUSDT,1,8.127131040119776,33.33333333333333,33,1081.2713104011978
GRTUSDT,1,8.051736550011242,39.416058394160586,137,1080.5173655001124
ZKUSDT,1,7.974304093401837,40.69767441860465,86,1079.7430409340184
BERAUSDT,1,7.938977648324294,48.78048780487805,41,1079.389776483243
BALUSDT,1,7.762890387279185,47.94520547945205,73,1077.6289038727919
CHZUSDT,1,7.663941342097768,39.682539682539684,126,1076.6394134209777
REZUSDT,1,7.660147382815512,39.285714285714285,84,1076.6014738281551
FXSUSDT,1,7.549777587561062,41.17647058823529,85,1075.4977758756106
BNXUSDT,1,7.520889295394954,38.095238095238095,63,1075.2088929539495
HYPERUSDT,1,7.517188823619017,43.24324324324324,37,1075.1718882361902
PENGUUSDT,1,7.317218030799813,41.53846153846154,65,1073.1721803079981
ETHFIUSDT,1,7.270393206475842,38.88888888888889,108,1072.7039320647584
RIFUSDT,1,7.238328158464446,40.869565217391305,115,1072.3832815846445
RDNTUSDT,1,7.114865115146609,38.54166666666667,96,1071.148651151466
FLUXUSDT,1,6.829322982179111,41.42857142857143,70,1068.293229821791
ACHUSDT,1,6.761010813639837,38.983050847457626,118,1067.6101081363984
BLURUSDT,1,6.729589312424354,38.53211009174312,109,1067.2958931242435
BIOUSDT,1,6.724176293005621,46.0,50,1067.2417629300562
GALAUSDT,1,6.560489269056142,39.2,125,1065.6048926905614
FIDAUSDT,1,6.551147463747839,45.90163934426229,61,1065.5114746374784
TRUMPUSDT,1,6.508714448930755,54.385964912280706,57,1065.0871444893075
VETUSDT,1,6.4452634876988215,41.88034188034188,117,1064.4526348769882
MASKUSDT,1,6.279262456986611,32.45614035087719,114,1062.7926245698661
MUBARAKUSDT,1,6.2672316366276615,42.857142857142854,42,1062.6723163662766
MINAUSDT,1,6.130421626780526,39.175257731958766,97,1061.3042162678053
TROYUSDT,1,6.094099029525205,45.0,20,1060.940990295252
MUSDT,1,6.053776187267976,44.44444444444444,27,1060.5377618726798
GRASSUSDT,1,6.053272464531938,42.5531914893617,47,1060.5327246453194
CAKEUSDT,1,6.049987314389409,39.0625,128,1060.499873143894
SEIUSDT,1,6.0217523704347515,39.53488372093023,129,1060.2175237043475
STORJUSDT,1,5.983553508958243,38.23529411764706,102,1059.8355350895824
ONEUSDT,1,5.970004051880141,40.17094017094017,117,1059.7000405188014
SPXUSDT,1,5.8579392030659845,38.028169014084504,71,1058.5793920306598
ADAUSDT,1,5.837040354770375,38.59649122807017,114,1058.3704035477037
AUCTIONUSDT,1,5.7335373161158945,39.04761904761905,105,1057.335373161159
SUNUSDT,1,5.581069786008788,47.82608695652174,69,1055.8106978600879
LDOUSDT,1,5.565660363565553,34.67741935483871,124,1055.6566036356555
CELOUSDT,1,5.412515724355558,38.88888888888889,108,1054.1251572435556
BADGERUSDT,1,5.411733199226523,41.333333333333336,75,1054.1173319922652
WAXPUSDT,1,5.397863287211112,37.38317757009346,107,1053.9786328721111
KAIAUSDT,1,5.3650285884309135,40.0,50,1053.6502858843091
AIUSDT,1,5.270083583115297,39.23076923076923,130,1052.700835831153
SUIUSDT,1,5.249773141997116,40.707964601769916,113,1052.4977314199712
ENAUSDT,1,5.218561704275862,38.144329896907216,97,1052.1856170427586
RONINUSDT,1,5.207290607258097,39.83050847457627,118,1052.072906072581
FETUSDT,1,5.205777364256528,41.86046511627907,129,1052.0577736425653
GMXUSDT,1,5.1712831268587705,41.30434782608695,92,1051.7128312685877
ORCAUSDT,1,5.067594344479084,44.642857142857146,56,1050.6759434447908
KLAYUSDT,1,4.967480031869945,43.13725490196079,51,1049.6748003186995
ETHWUSDT,1,4.946479144471891,37.11340206185567,97,1049.464791444719
OCEANUSDT,1,4.920048217578392,50.0,42,1049.200482175784
MELANIAUSDT,1,4.8166100448064295,37.704918032786885,61,1048.1661004480643
RESOLVUSDT,1,4.742737586301337,44.44444444444444,27,1047.4273758630134
BANANAUSDT,1,4.634413932253528,42.5,80,1046.3441393225353
IMXUSDT,1,4.58911753119196,38.01652892561984,121,1045.8911753119196
ZENUSDT,1,4.588360230061494,38.31775700934579,107,1045.883602300615
LOKAUSDT,1,4.579330153295496,47.368421052631575,38,1045.793301532955
APEUSDT,1,4.567796564548371,37.142857142857146,105,1045.6779656454837
ARCUSDT,1,4.561664097692869,33.33333333333333,42,1045.6166409769287
COOKIEUSDT,1,4.527949822700339,38.63636363636363,44,1045.2794982270034
SCRTUSDT,1,4.486571584422859,40.0,55,1044.8657158442286
REEFUSDT,1,4.483025020359855,40.54054054054054,37,1044.8302502035986
DUSKUSDT,1,4.476852552903711,34.710743801652896,121,1044.768525529037
METISUSDT,1,4.454947261848656,38.67924528301887,106,1044.5494726184866
HEMIUSDT,1,4.4518959963699904,50.0,20,1044.5189599637
