Open time,Open,High,Low,Close,Volume
2021-01-01 09:00:00,0.086,0.10474,0.07508,0.08333,197192218.0
2021-02-01 09:00:00,0.08341,0.37119,0.07835,0.21965,4460929529.0
2021-03-01 09:00:00,0.21966,0.90553,0.2154,0.80356,4381053094.0
2021-04-01 09:00:00,0.80349,0.80789,0.33333,0.62215,2938477010.0
2021-05-01 09:00:00,0.62215,0.72618,0.15118,0.33353,5076759979.0
2021-06-01 09:00:00,0.33368,0.36946,0.14675,0.24416,3145894922.0
2021-07-01 09:00:00,0.24416,0.84438,0.22144,0.63901,25211835524.0
2021-08-01 09:00:00,0.63898,1.20971,0.55125,0.95392,12469473252.0
2021-09-01 09:00:00,0.95405,1.13281,0.55076,0.66912,5877666122.0
2021-10-01 09:00:00,0.66912,2.45617,0.65711,1.57143,9039326610.0
2021-11-01 09:00:00,1.57142,8.5,1.52787,6.7985,23129303514.0
2021-12-01 09:00:00,6.79788,7.04666,4.09,5.842,7443364292.0
2022-01-01 09:00:00,5.842,6.0306,2.555,4.0903,5684734308.0
2022-02-01 09:00:00,4.0903,4.8755,2.6239,3.2088,5237270644.0
2022-03-01 09:00:00,3.2085,3.8577,2.6633,3.3891,4060148335.0
2022-04-01 09:00:00,3.389,3.6815,1.8192,1.9603,2798621561.0
2022-05-01 09:00:00,1.96,2.4592,0.9622,1.451,8363322676.0
2022-06-01 09:00:00,1.4509,1.4598,0.7313,1.1217,7943097050.0
2022-07-01 09:00:00,1.1219,1.4938,1.0041,1.3058,9284896175.0
2022-08-01 09:00:00,1.3062,1.4301,0.9157,0.9419,5456925780.0
2022-09-01 09:00:00,0.9419,1.0246,0.8001,0.8427,4216283629.0
2022-10-01 09:00:00,0.8428,0.9447,0.6916,0.8706,4054928197.0
2022-11-01 09:00:00,0.8706,0.9854,0.5176,0.5905,5914329764.0
2022-12-01 09:00:00,0.5905,0.6342,0.3774,0.3827,3633736890.0
2023-01-01 09:00:00,0.3827,0.8515,0.3746,0.7295,12013037010.0
2023-02-01 09:00:00,0.7295,0.9434,0.6502,0.6837,11937132801.0
2023-03-01 09:00:00,0.6837,0.7308,0.5035,0.6267,8528858327.0
2023-04-01 09:00:00,0.6267,0.7168,0.5334,0.5758,4969261775.0
2023-05-01 09:00:00,0.576,0.5845,0.4728,0.5319,5039600452.0
2023-06-01 09:00:00,0.5319,0.615,0.328,0.4187,9352394204.0
2023-07-01 09:00:00,0.4187,0.4862,0.3958,0.4227,5388581606.0
2023-08-01 09:00:00,0.4226,0.4283,0.29,0.3098,5391866716.0
2023-09-01 09:00:00,0.3098,0.3195,0.2751,0.3105,3594084497.0
2023-10-01 09:00:00,0.3104,0.3693,0.2753,0.3465,4278548063.0
2023-11-01 09:00:00,0.3465,0.47,0.318,0.4092,6139458199.0
2023-12-01 09:00:00,0.4091,0.6798,0.3867,0.5952,8168914486.0
2024-01-01 09:00:00,0.5952,0.6244,0.4161,0.4366,4412475019.0
2024-02-01 09:00:00,0.4365,0.6163,0.4174,0.6089,4271255996.0
2024-03-01 09:00:00,0.609,0.8283,0.5321,0.7032,8734181604.0
2024-04-01 09:00:00,0.7033,0.7084,0.355,0.4179,5693866225.0
2024-05-01 09:00:00,0.4178,0.4743,0.3955,0.4322,3511666884.0
2024-06-01 09:00:00,0.4322,0.4917,0.2912,0.3311,3340534888.0
2024-07-01 09:00:00,0.3312,0.3502,0.2424,0.3092,3134710756.0
2024-08-01 09:00:00,0.3091,0.3115,0.2064,0.2516,3388273361.0
2024-09-01 09:00:00,0.2515,0.3031,0.2259,0.2699,2769660804.0
2024-10-01 09:00:00,0.2698,0.297,0.2338,0.2433,3177416878.0
2024-11-01 09:00:00,0.2434,0.86896,0.22295,0.66965,20283362912.0
2024-12-01 09:00:00,0.66946,1.06868,0.47179,0.54573,15919691555.0
2025-01-01 09:00:00,0.54574,0.74181,0.48337,0.52631,8128442033.0
2025-02-01 09:00:00,0.5263,0.53258,0.27933,0.31869,5494556472.0
2025-03-01 09:00:00,0.3187,0.36764,0.24143,0.27038,4242733323.0
2025-04-01 09:00:00,0.27036,0.32007,0.21287,0.29465,3763444523.0
2025-05-01 09:00:00,0.29467,0.38997,0.25901,0.27101,4236484522.0
2025-06-01 09:00:00,0.27102,0.30364,0.21848,0.24019,2857683713.0
2025-07-01 09:00:00,0.2402,0.35736,0.22816,0.27466,4061852423.0
2025-08-01 09:00:00,0.27467,0.3175,0.25228,0.27684,3517181416.0
2025-09-01 09:00:00,0.27683,0.33389,0.25419,0.26483,2667672374.0
2025-10-01 09:00:00,0.26484,0.2925,0.08642,0.20175,3966174494.0
2025-11-01 09:00:00,0.20176,0.21424,0.14582,0.15097,3164539172.0
2025-12-01 09:00:00,0.15098,0.15708,0.10667,0.10868,2514559682.0
2026-01-01 09:00:00,0.10869,0.1772,0.09351,0.10193,13104922383.0
2026-02-01 09:00:00,0.10193,0.10404,0.06996,0.08432,7251043318.0
