Open time,Open,High,Low,Close,Volume
2025-02-01 09:00:00,0.441,0.703,0.3348,0.4867,4556292205.0
2025-03-01 09:00:00,0.4867,0.541,0.2011,0.202,7773874452.0
2025-04-01 09:00:00,0.2019,0.2394,0.1075,0.2269,4676165912.0
2025-05-01 09:00:00,0.2269,0.2798,0.1601,0.1768,2813359471.0
2025-06-01 09:00:00,0.1769,0.1859,0.1183,0.1492,1919656809.0
2025-07-01 09:00:00,0.1492,0.217,0.1324,0.1511,1507291334.0
2025-08-01 09:00:00,0.1511,0.195,0.1174,0.1177,2370300446.0
2025-09-01 09:00:00,0.1177,0.1516,0.1056,0.1122,2025697311.0
2025-10-01 09:00:00,0.1121,0.1293,0.0344,0.1094,3715630247.0
2025-11-01 09:00:00,0.1093,0.1303,0.05861,0.05887,1763255841.0
2025-12-01 09:00:00,0.05887,0.06575,0.0396,0.04977,2370812902.0
2026-01-01 09:00:00,0.04977,0.06732,0.03376,0.03791,4334793678.0
2026-02-01 09:00:00,0.03791,0.03959,0.02553,0.02925,1995109611.0
