Open time,Open,High,Low,Close,Volume
2024-12-01 09:00:00,1.4101,4.1415,1.4101,3.9283,1931304102.5
2025-01-01 09:00:00,3.9281,5.1634,1.8239,1.9738,3164700281.9
2025-02-01 09:00:00,1.9735,2.0932,0.9339,1.1049,3134435214.7
2025-03-01 09:00:00,1.105,1.2242,0.5162,0.5766,2351981488.0
2025-04-01 09:00:00,0.5765,1.55,0.4156,1.5384,3549021054.4
2025-05-01 09:00:00,1.538,2.589,1.27,2.0142,6266134514.8
2025-06-01 09:00:00,2.0143,2.3227,1.2604,1.5036,3657403457.5
2025-07-01 09:00:00,1.5038,1.9607,1.2479,1.2527,3109989039.9
2025-08-01 09:00:00,1.2527,1.4896,1.0805,1.1087,2295178455.7
2025-09-01 09:00:00,1.1087,1.409,0.973,1.0124,1663922947.4
2025-10-01 09:00:00,1.0125,1.6837,0.2605,1.3588,4408481533.9
2025-11-01 09:00:00,1.3588,1.9,0.8494,0.9054,4229434274.4
2025-12-01 09:00:00,0.9053,1.0143,0.6285,0.6448,1710798977.7
2026-01-01 09:00:00,0.6449,1.1979,0.57,0.6494,2891257631.4
2026-02-01 09:00:00,0.6494,0.7436,0.4594,0.7069,2304508168.2
