Open time,Open,High,Low,Close,Volume
2024-12-01 09:00:00,0.6,0.94,0.5358,0.8705,1045165036.0
2025-01-01 09:00:00,0.8706,1.7824,0.8648,1.1995,3452602621.0
2025-02-01 09:00:00,1.1994,1.2097,0.452,0.5334,1740549825.0
2025-03-01 09:00:00,0.5332,0.6719,0.2528,0.4434,2689781310.0
2025-04-01 09:00:00,0.4435,0.6585,0.3796,0.5553,2267241794.0
2025-05-01 09:00:00,0.5554,1.2229,0.4699,0.9983,1355233501.0
2025-06-01 09:00:00,0.9982,1.75,0.9163,1.2034,3450984644.0
2025-07-01 09:00:00,1.2036,2.2829,1.0692,1.6255,2214989635.0
2025-08-01 09:00:00,1.6257,2.0024,1.0566,1.1387,1414486747.0
2025-09-01 09:00:00,1.1386,1.5075,0.9001,0.9706,1027162058.0
2025-10-01 09:00:00,0.9707,1.66,0.4408,0.8471,1682194481.0
2025-11-01 09:00:00,0.8472,0.9295,0.4342,0.6713,1884459255.0
2025-12-01 09:00:00,0.6712,0.7429,0.4451,0.4756,1125877904.0
2026-01-01 09:00:00,0.4757,0.6784,0.253,0.2976,1128057166.0
2026-02-01 09:00:00,0.2975,0.3746,0.2208,0.3155,1402453830.0
