Open time,Open,High,Low,Close,Volume
2023-11-01 09:00:00,0.4338,0.5596,0.3696,0.3836,2565997313.0
2023-12-01 09:00:00,0.3834,0.5242,0.2905,0.3258,8774041439.0
2024-01-01 09:00:00,0.3259,0.4484,0.2103,0.402,6887153839.0
2024-02-01 09:00:00,0.402,0.8375,0.3858,0.6507,9608716824.0
2024-03-01 09:00:00,0.6507,1.148,0.4528,0.9968,5289042474.0
2024-04-01 09:00:00,0.9965,1.0437,0.4678,0.5161,2623953604.0
2024-05-01 09:00:00,0.5161,0.5827,0.3528,0.4056,7795823265.0
2024-06-01 09:00:00,0.4055,0.5004,0.2702,0.324,5164193935.0
2024-07-01 09:00:00,0.324,0.4051,0.234,0.3518,4412575013.0
2024-08-01 09:00:00,0.3518,0.3562,0.2194,0.2695,2781783742.0
2024-09-01 09:00:00,0.2694,0.3806,0.242,0.3401,1538032794.0
2024-10-01 09:00:00,0.3401,0.4124,0.2907,0.3731,2407750941.0
2024-11-01 09:00:00,0.3732,0.50364,0.3127,0.49663,4829323397.0
2024-12-01 09:00:00,0.49664,0.55402,0.32276,0.35275,4867936153.0
2025-01-01 09:00:00,0.35274,0.40612,0.2628,0.28529,2985895636.0
2025-02-01 09:00:00,0.2853,0.2896,0.1641,0.20916,4174440560.0
2025-03-01 09:00:00,0.20917,0.22403,0.12746,0.13915,2875803019.0
2025-04-01 09:00:00,0.13915,0.16825,0.10418,0.14819,2922391400.0
2025-05-01 09:00:00,0.14818,0.21099,0.1082,0.11853,7548362972.0
2025-06-01 09:00:00,0.11853,0.13159,0.08058,0.10462,5614543714.0
2025-07-01 09:00:00,0.10461,0.15401,0.09398,0.11419,5629385351.0
2025-08-01 09:00:00,0.11419,0.24684,0.10506,0.18412,27084511641.0
2025-09-01 09:00:00,0.18412,0.18723,0.13758,0.14736,18806400609.0
2025-10-01 09:00:00,0.14737,0.16989,0.0475,0.10625,8962129857.0
2025-11-01 09:00:00,0.10624,0.11802,0.06949,0.07326,7124413549.0
2025-12-01 09:00:00,0.07326,0.0758,0.05306,0.05578,5003079545.0
2026-01-01 09:00:00,0.05579,0.0737,0.04744,0.05244,6156204042.0
2026-02-01 09:00:00,0.05244,0.06309,0.03594,0.04913,6801092787.0
