Open time,Open,High,Low,Close,Volume
2025-04-01 09:00:00,0.1636,0.625,0.1636,0.3934,12283685878.0
2025-05-01 09:00:00,0.3934,0.3981,0.1688,0.1881,2031425834.0
2025-06-01 09:00:00,0.1879,0.2221,0.1142,0.1386,1339566732.0
2025-07-01 09:00:00,0.1385,0.1995,0.1162,0.1184,1460741394.0
2025-08-01 09:00:00,0.1185,0.394,0.1097,0.1716,11046390005.0
2025-09-01 09:00:00,0.1716,0.2359,0.1247,0.1329,3188693345.0
2025-10-01 09:00:00,0.1329,0.1705,0.0421,0.07807,1658365388.0
2025-11-01 09:00:00,0.07803,0.12581,0.0526,0.05743,5036642507.0
2025-12-01 09:00:00,0.05743,0.0967,0.04594,0.05042,7097584801.0
2026-01-01 09:00:00,0.05044,0.075,0.05015,0.06213,1893289599.0
2026-02-01 09:00:00,0.0621,0.0847,0.0398,0.04389,3836386240.0
