Open time,Open,High,Low,Close,Volume
2025-04-01 09:00:00,0.342,0.5603,0.2756,0.3895,14460451730.0
2025-05-01 09:00:00,0.3895,1.3928,0.3508,0.5995,13186145463.0
2025-06-01 09:00:00,0.5995,0.6556,0.286,0.3186,9308008915.0
2025-07-01 09:00:00,0.3187,0.4123,0.2915,0.3084,2387770270.0
2025-08-01 09:00:00,0.3084,0.3867,0.2811,0.2969,2000678725.0
2025-09-01 09:00:00,0.2969,0.3224,0.2357,0.2454,1116784926.0
2025-10-01 09:00:00,0.2455,0.2609,0.0401,0.1441,1356791321.0
2025-11-01 09:00:00,0.1443,0.1733,0.0948,0.096,6537563882.0
2025-12-01 09:00:00,0.0961,0.1036,0.06537,0.0803,7696200116.0
2026-01-01 09:00:00,0.08029,0.11279,0.05627,0.06396,4759934114.0
2026-02-01 09:00:00,0.06395,0.073,0.04749,0.06044,3187823899.0
