Timestamp,Action,Symbol,Side,Price,Amount(Coin),Value(USDT),PnL(USDT),Fee(USDT),Balance(USDT)
2025-07-21 09:05:08,ENTRY,MORPHO/USDT,Short,2.1625,95.5,206.51875,0,0.10325937,499.68243762
2025-07-21 09:05:13,ENTRY,1000WHY/USDT,Short,3.63e-05,5972905.0,216.8164515,0,0.10840822,499.04062892
2025-07-21 09:05:17,ENTRY,ETH/USDT,Short,3746.36,0.018,67.43448,0,0.03371724,499.00577036
2025-07-21 09:05:21,ENTRY,AR/USDT,Short,8.69,7.9,68.651,0,0.0343255,498.94510779
2025-07-21 09:05:25,ENTRY,SCRT/USDT,Short,0.2049,210.0,43.029,0,0.0215145,499.7072971
2025-07-21 09:05:29,ENTRY,THETA/USDT,Short,0.9592,114.0,109.3488,0,0.0546744,499.98714103
2025-07-21 09:05:34,ENTRY,BOME/USDT,Short,0.002312,132927.0,307.327224,0,0.15366361,500.19659326
2025-07-22 18:16:54,ENTRY,LUNA2/USDT,Long,0.1809,1648.0,298.1232,0,0.14906159,519.86183011
2025-07-22 18:16:58,ENTRY,MORPHO/USDT,Long,1.9041,1.9,3.61779,0,0.00180889,519.62992376
2025-07-22 18:17:02,ENTRY,SOL/USDT,Short,195.04,0.36,70.2144,0,0.0351072,519.4639437
2025-07-22 18:17:06,ENTRY,1000WHY/USDT,Long,3.46e-05,10137277.0,350.7497842,0,0.17537489,518.73761524
2025-07-22 18:17:11,ENTRY,ETH/USDT,Long,3626.27,0.019,68.89913,0,0.03444956,518.6193643
2025-07-22 18:17:15,ENTRY,FLOW/USDT,Long,0.425,747.1,317.5175,0,0.15875875,517.95114917
2025-07-22 18:17:19,ENTRY,AR/USDT,Long,7.919,15.7,124.3283,0,0.06216415,517.65802666
2025-07-23 09:04:07,ENTRY,BOME/USDT,Long,0.002336,62086.0,145.032896,0,0.07251644,593.80640252
2025-07-23 09:04:12,ENTRY,MOVR/USDT,Long,7.206,3.11,22.41066,0,0.01120533,593.55053897
2025-07-23 09:04:16,ENTRY,UMA/USDT,Long,1.616,175.0,282.8,0,0.1414,593.21062142
2025-07-23 09:04:20,ENTRY,PEOPLE/USDT,Long,0.02373,7128.0,169.14744,0,0.08457372,593.16447542
