Ticker,Final Balance,Return (%),Win Rate (%),Profit Factor,MDD (%),Total Trades,Score
ARPAUSDT,7.89,-99.21,31.21,0.95,-99.63,1442,0.29463877571300806
PORT3USDT,7.51,-99.25,31.22,0.65,-99.33,237,0.20226253363899133
EDUUSDT,7.25,-99.27,31.74,0.87,-99.33,920,0.27522974185188875
ONTUSDT,6.67,-99.33,33.72,0.98,-99.71,1916,0.3281263032469467
CTSIUSDT,6.72,-99.33,32.13,0.94,-99.54,1388,0.30039984085935945
AAVEUSDT,5.99,-99.4,33.44,0.98,-99.59,1887,0.3257898399443285
PEOPLEUSDT,5.39,-99.46,34.06,0.97,-99.78,1647,0.3278249652708871
UNFIUSDT,5.26,-99.47,34.19,0.99,-99.73,1600,0.3360279956318872
SSVUSDT,5.19,-99.48,31.37,0.89,-99.51,1071,0.27777634066262064
THETAUSDT,5.02,-99.5,33.62,0.98,-99.55,2011,0.32767379413227243
ENSUSDT,4.91,-99.51,33.12,0.93,-99.61,1383,0.30614849418546863
ALPHAUSDT,4.94,-99.51,34.41,0.99,-99.68,1927,0.3383581644815256
YFIUSDT,4.76,-99.52,32.42,0.96,-99.88,1780,0.30851704996034895
DYDXUSDT,3.54,-99.65,33.12,0.94,-99.73,1537,0.30907177603494485
RVNUSDT,3.42,-99.66,32.99,0.96,-99.72,1649,0.314440031771247
KNCUSDT,3.33,-99.67,33.19,0.96,-99.79,1898,0.3161265998610973
NKNUSDT,2.68,-99.73,32.3,0.96,-99.75,1802,0.3077717121588089
UNIUSDT,1.75,-99.82,33.28,0.95,-99.94,1845,0.31321577174559145
BATUSDT,1.33,-99.87,32.38,0.94,-99.91,1930,0.3016271925478149
RLCUSDT,1.08,-99.89,32.78,0.96,-99.94,2151,0.3117574796909055
BANDUSDT,1.02,-99.9,32.86,0.96,-99.98,2130,0.3123945335710041
ZENUSDT,0.69,-99.93,33.22,0.94,-99.96,1999,0.3092987321711569
OGNUSDT,0.72,-99.93,32.24,0.93,-99.95,1743,0.2970104011887073
XMRUSDT,0.08,-99.99,28.43,0.81,-100.0,1664,0.2280029702970297
SFPUSDT,0.04,-100.0,29.9,0.83,-100.0,1659,0.24571287128712868
SUSHIUSDT,-0.25,-100.03,34.89,0.98,-100.99,2098,0.33525051475634865
CYBERUSDT,-2.16,-100.22,34.1,1.0,-100.14,868,0.33715641684793357
AGLDUSDT,-12.96,-101.3,34.08,0.99,-104.32,845,0.32034941131788836
SAPIENUSDT,-195.25,-119.52,39.25,0.89,-122.07,214,0.28384252864223614
OMNIUSDT,-263.51,-126.35,37.24,1.05,-108.69,572,0.35647734524569247
TUTUSDT,-282.0,-128.2,34.48,0.85,-158.42,290,0.18384142516622756
GIGGLEUSDT,-1190.14,-219.01,38.3,0.78,-362.7,141,0.08213912565301072
