Leverage,Final Balance,Return (%),Win Rate (%),MDD (%),Profit Factor,Total Trades,Ticker,Score
1,962.9165940044616,-3.7083405995538445,33.661417322834644,-23.794239528997558,1.0252874460078478,1524,1000SHIBUSDT,-0.14956460331105684
5,315.99101762419843,-68.40089823758015,38.65323435843054,-86.061560503491,1.0554490327842323,5658,1000SHIBUSDT,-0.7856612934802313
10,12.41672800280614,-98.75832719971939,40.55328123061655,-99.61088702246622,1.074094472194412,8061,1000SHIBUSDT,-0.9815868851018762
20,2.4837691997833313,-99.75162308002167,43.05139433049089,-99.93473146151268,1.0889856288611797,4339,1000SHIBUSDT,-0.9882784809117747
1,951.1440498441403,-4.885595015585966,34.96932515337423,-14.34163367224819,0.9269991500309548,163,BTRUSDT,-0.31845337465094237
5,382.07841700676863,-61.79215829932314,37.23608445297505,-66.61248145115515,0.789767716585095,521,BTRUSDT,-0.9139164392888501
10,160.96109490140228,-83.90389050985978,41.35702746365105,-87.56532829522706,0.8510138483630243,619,BTRUSDT,-0.947367238680258
20,14.162493534828416,-98.58375064651716,43.96423248882265,-99.05998361497794,0.769146273679754,671,BTRUSDT,-0.9852465199860396
1,940.4627645737534,-5.9537235426246635,25.842696629213485,-8.088038391594592,0.707748191877941,89,ALLUSDT,-0.6551164603498137
5,636.0132368250543,-36.39867631749457,33.33333333333333,-37.5018204239186,0.7953460942376002,378,ALLUSDT,-0.9453754632049167
10,374.51199241534925,-62.54880075846507,38.20224719101123,-63.833695814541755,0.831581149134245,534,ALLUSDT,-0.964757599773231
20,212.17635720897624,-78.78236427910238,43.916913946587535,-79.2837213965217,0.910912101215021,674,ALLUSDT,-0.9812993581849039
1,1433.5218080069378,43.35218080069378,45.6953642384106,-6.918236793641238,1.4989769349051836,302,AIOTUSDT,5.474979080634197
5,3019.803042444218,201.9803042444218,46.38429752066116,-20.72801140141085,1.2885547885272624,968,AIOTUSDT,9.295848594377428
10,5797.962511244609,479.7962511244609,49.84423676012461,-58.8717961533057,1.2492772115064177,1284,AIOTUSDT,8.013727363313285
20,3226.3792310911535,222.63792310911535,50.2724795640327,-84.51173788147752,1.1307684171692962,1468,AIOTUSDT,2.60359488211665
1,823.9335236768086,-17.60664763231914,34.33922996878252,-32.85869942128867,0.989645551868055,1922,ALGOUSDT,-0.5200036603074292
5,39.63195517077262,-96.03680448292275,38.89825016202204,-97.26200148252727,1.0292923331640562,7715,ALGOUSDT,-0.9773544506927208
10,4.984578088250555,-99.50154219117493,41.830165542611894,-99.62032641558561,1.0414222704495788,6524,ALGOUSDT,-0.988881131037184
20,2.498711122455886,-99.75012888775441,43.45189975747777,-99.75893776091603,0.9872099805244439,2474,ALGOUSDT,-0.9899878968994756
1,911.926122223075,-8.807387777692497,32.231404958677686,-12.529365772326443,0.788445034240079,121,ASTERUSDT,-0.6509830487181826
5,649.6884919725496,-35.03115080274504,39.795918367346935,-40.821660992296955,0.893113479047816,392,ASTERUSDT,-0.8376317432537496
10,437.6925385411856,-56.23074614588144,40.0,-65.93885609166664,0.915992010080784,470,ASTERUSDT,-0.840031476917959
20,301.1466345867654,-69.88533654132345,43.65384615384615,-87.12086136263629,1.0198330493244818,520,ASTERUSDT,-0.7930623402979491
1,941.1568145291409,-5.884318547085911,33.46855983772819,-18.11140487109609,0.9793183095643656,493,AGIXUSDT,-0.3078956563776899
5,569.4778077071596,-43.05221922928404,39.189900052603896,-48.36372833581126,1.0235116204779464,1901,AGIXUSDT,-0.8721427793380734
